community,group_authors,leading_value,leading_value_authors,leading_value_share,top_three
24,719,Yale University,79,0.10987482614742698,"Yale University (79, 11.0%); Massachusetts General Hospital (41, 5.7%); Unknown institution (23, 3.2%)"
25,668,The University of Sydney,90,0.1347305389221557,"The University of Sydney (90, 13.5%); University College London (67, 10.0%); University of Helsinki (24, 3.6%)"
26,667,Sun Yat-sen University,86,0.12893553223388307,"Sun Yat-sen University (86, 12.9%); Icahn School of Medicine at Mount Sinai (36, 5.4%); Sun Yat-sen University Cancer Center (28, 4.2%)"
27,629,McGill University,150,0.2384737678855326,"McGill University (150, 23.8%); University of Montreal (25, 4.0%); University of California, San Francisco (18, 2.9%)"
28,629,Zhengzhou University,40,0.06359300476947535,"Zhengzhou University (40, 6.4%); Tongji Medical College of Huazhong University of Science and Technology (38, 6.0%); Shanghai Jiao Tong University (33, 5.2%)"
29,609,Fondazione IRCCS Ca' Granda Ospedale Maggiore Policlinico,37,0.060755336617405585,"Fondazione IRCCS Ca' Granda Ospedale Maggiore Policlinico (37, 6.1%); University of Lille (33, 5.4%); Imperial College London (28, 4.6%)"
30,571,West China Hospital of Sichuan University,112,0.19614711033274956,"West China Hospital of Sichuan University (112, 19.6%); Fujian Medical University (89, 15.6%); Fudan University (51, 8.9%)"
31,537,Nanjing Medical University,223,0.41527001862197394,"Nanjing Medical University (223, 41.5%); Jiangsu Province Hospital (42, 7.8%); Harvard University (20, 3.7%)"
32,530,Southern Medical University,149,0.2811320754716981,"Southern Medical University (149, 28.1%); Sun Yat-sen University (50, 9.4%); Shanghai Jiao Tong University (44, 8.3%)"
33,526,Shandong University,141,0.26806083650190116,"Shandong University (141, 26.8%); Xuzhou Medical College (37, 7.0%); Shandong Provincial Hospital (31, 5.9%)"
34,506,Tongji Medical College of Huazhong University of Science and Technology,179,0.35375494071146246,"Tongji Medical College of Huazhong University of Science and Technology (179, 35.4%); Tongji Hospital Affiliated to Tongji Medical College of Huazhong University of Science & Technology (79, 15.6%); Union Hospital Tongji Medical College Huazhong University of Science and Technology (44, 8.7%)"
35,503,Fudan University,74,0.147117296222664,"Fudan University (74, 14.7%); Huashan Hospital (65, 12.9%); First Affiliated Hospital of Zhengzhou University (48, 9.5%)"
36,491,Monash University,93,0.1894093686354379,"Monash University (93, 18.9%); University of Melbourne (35, 7.1%); Baker IDI Heart and Diabetes Institute (22, 4.5%)"
37,482,Shanghai Jiao Tong University,74,0.15352697095435686,"Shanghai Jiao Tong University (74, 15.4%); Sun Yat-sen University (30, 6.2%); Qilu Hospital of Shandong University (20, 4.1%)"
38,465,Xi'an Jiaotong University,45,0.0967741935483871,"Xi'an Jiaotong University (45, 9.7%); University of Maryland, Baltimore (34, 7.3%); École Polytechnique Fédérale de Lausanne (34, 7.3%)"
39,460,McGill University,126,0.27391304347826084,"McGill University (126, 27.4%); Monash University (19, 4.1%); University Medical Center Hamburg-Eppendorf (19, 4.1%)"
40,454,Yonsei University,57,0.12555066079295155,"Yonsei University (57, 12.6%); Sun Yat-sen University (50, 11.0%); Seoul National University Hospital (28, 6.2%)"
41,410,Zhejiang Chinese Medical University,75,0.18292682926829268,"Zhejiang Chinese Medical University (75, 18.3%); Zhejiang University (51, 12.4%); Adelaide University (45, 11.0%)"
42,405,University of Hong Kong,104,0.25679012345679014,"University of Hong Kong (104, 25.7%); Genentech Inc (24, 5.9%); Chinese University of Hong Kong (22, 5.4%)"
43,399,Xiangya Hospital Central South University,150,0.37593984962406013,"Xiangya Hospital Central South University (150, 37.6%); Central South University (74, 18.5%); Renmin Hospital of Wuhan University (29, 7.3%)"
44,337,Xi'an Jiaotong University,108,0.32047477744807124,"Xi'an Jiaotong University (108, 32.0%); Soochow University (29, 8.6%); Michigan Technological University (17, 5.0%)"
45,330,"University of California, San Francisco",118,0.3575757575757576,"University of California, San Francisco (118, 35.8%); Kaiser Permanente (29, 8.8%); St. Jude Children's Research Hospital (12, 3.6%)"
46,306,Harbin Medical University,73,0.238562091503268,"Harbin Medical University (73, 23.9%); First Affiliated Hospital of Jinan University (31, 10.1%); Second Affiliated Hospital of Harbin Medical University (24, 7.8%)"
47,281,Tianjin Medical University General Hospital,49,0.17437722419928825,"Tianjin Medical University General Hospital (49, 17.4%); State Key Laboratory of Cognitive Neuroscience and Learning (41, 14.6%); Beijing Normal University (24, 8.5%)"
48,273,Soochow University,51,0.18681318681318682,"Soochow University (51, 18.7%); Guangxi Medical University (16, 5.9%); Ningbo No. 2 Hospital (16, 5.9%)"
49,270,Endeavor Health Clinical Operations,50,0.18518518518518517,"Endeavor Health Clinical Operations (50, 18.5%); Duke University (30, 11.1%); Translational Genomics Research Institute (15, 5.6%)"
50,270,The Seventh Affiliated Hospital of Sun Yat-sen University,73,0.27037037037037037,"The Seventh Affiliated Hospital of Sun Yat-sen University (73, 27.0%); University of Birmingham (37, 13.7%); Lanzhou University (25, 9.3%)"
51,267,Rady Children's Hospital-San Diego,31,0.11610486891385768,"Rady Children's Hospital-San Diego (31, 11.6%); University of Calgary (21, 7.9%); Michigan State University (20, 7.5%)"
52,257,Uppsala University,58,0.22568093385214008,"Uppsala University (58, 22.6%); State Key Laboratory of Cardiovascular Disease (30, 11.7%); KTH Royal Institute of Technology (29, 11.3%)"
53,254,Capital Medical University,49,0.19291338582677164,"Capital Medical University (49, 19.3%); Shanxi Medical University (23, 9.1%); University of Georgia (21, 8.3%)"
54,250,Genomics England Ltd,33,0.132,"Genomics England Ltd (33, 13.2%); Mayo Clinic (25, 10.0%); Semmelweis University (17, 6.8%)"
55,176,Seoul National University,35,0.19886363636363635,"Seoul National University (35, 19.9%); Guangzhou Medical University (31, 17.6%); Seoul National University Hospital (17, 9.7%)"
56,163,Southern Medical University,50,0.3067484662576687,"Southern Medical University (50, 30.7%); Peking Union Medical College Hospital (21, 12.9%); Tianjin Medical University (18, 11.0%)"
57,142,West China Hospital of Sichuan University,72,0.5070422535211268,"West China Hospital of Sichuan University (72, 50.7%); Southern Medical University (14, 9.9%); First Hospital of China Medical University (7, 4.9%)"
58,137,Central South University,24,0.17518248175182483,"Central South University (24, 17.5%); First Affiliated Hospital of Shantou University Medical College (19, 13.9%); Second Xiangya Hospital of Central South University (17, 12.4%)"
59,132,Queen's University Belfast,29,0.2196969696969697,"Queen's University Belfast (29, 22.0%); Columbia University (11, 8.3%); Spanish National Cancer Research Centre (9, 6.8%)"
60,130,University of Oxford,49,0.3769230769230769,"University of Oxford (49, 37.7%); Cold Spring Harbor Laboratory (12, 9.2%); Cayetano Heredia University (6, 4.6%)"
61,118,Shandong University,24,0.2033898305084746,"Shandong University (24, 20.3%); Fudan University (20, 16.9%); Huashan Hospital (16, 13.6%)"
62,117,Khalifa University of Science and Technology,18,0.15384615384615385,"Khalifa University of Science and Technology (18, 15.4%); Thomas J Watson Research Center (15, 12.8%); Fox Chase Cancer Center (13, 11.1%)"
63,117,State Key Laboratory of Cardiovascular Disease,28,0.23931623931623933,"State Key Laboratory of Cardiovascular Disease (28, 23.9%); Fuwai Hospital, CAMS&PUMC (19, 16.2%); Sun Yat-sen University (17, 14.5%)"
64,113,Sichuan University,78,0.6902654867256637,"Sichuan University (78, 69.0%); Harvard University (5, 4.4%); Karolinska Institutet (5, 4.4%)"
65,111,Soochow University,38,0.34234234234234234,"Soochow University (38, 34.2%); Anhui Medical University (35, 31.5%); Second Hospital of Anhui Medical University (11, 9.9%)"
66,104,University of Bristol,11,0.10576923076923077,"University of Bristol (11, 10.6%); Institute of Archaeology (5, 4.8%); Landesamt für Archaeologie, Dresden, Germany (5, 4.8%)"
67,103,Sun Yat-sen University,39,0.3786407766990291,"Sun Yat-sen University (39, 37.9%); Southern Medical University (26, 25.2%); Sun Yat-sen Memorial Hospital (10, 9.7%)"
68,98,West China Hospital of Sichuan University,33,0.336734693877551,"West China Hospital of Sichuan University (33, 33.7%); Sichuan University (32, 32.7%); Tibet University (6, 6.1%)"
69,98,Harbin Medical University,23,0.23469387755102042,"Harbin Medical University (23, 23.5%); University of East Anglia (12, 12.2%); University of York (11, 11.2%)"
70,92,The Francis Crick Institute Ltd,22,0.2391304347826087,"The Francis Crick Institute Ltd (22, 23.9%); University of Colorado Anschutz Medical Campus (20, 21.7%); University College London (15, 16.3%)"
71,92,Zhejiang University,53,0.5760869565217391,"Zhejiang University (53, 57.6%); Shanghai Jiao Tong University (15, 16.3%); First Affiliated Hospital of Zhejiang University School of Medicine (9, 9.8%)"
72,85,University of Arizona,35,0.4117647058823529,"University of Arizona (35, 41.2%); University of Pennsylvania (7, 8.2%); University of Southern California (6, 7.1%)"
73,85,University of Oxford,24,0.2823529411764706,"University of Oxford (24, 28.2%); Novo Nordisk Research Centre Oxford Ltd (19, 22.4%); University of Ulster (11, 12.9%)"
74,77,Zhejiang University,48,0.6233766233766234,"Zhejiang University (48, 62.3%); Taizhou Central Hospital (6, 7.8%); Ningbo University (5, 6.5%)"
75,72,MRC Human Genetics Unit,18,0.25,"MRC Human Genetics Unit (18, 25.0%); PrecisionLife Ltd, Long Hanborough, Oxford, UK (10, 13.9%); University of Edinburgh (7, 9.7%)"
76,72,Wenzhou Medical University,54,0.75,"Wenzhou Medical University (54, 75.0%); Joint Institute of Tobacco and Health, Kunming, Yunnan, China (6, 8.3%); Collaborative Innovation Center for Diagnosis and Treatment of Infectious Diseases (5, 6.9%)"
77,70,First Hospital of Jilin University,17,0.24285714285714285,"First Hospital of Jilin University (17, 24.3%); Jilin University (16, 22.9%); Peking Union Medical College Hospital (16, 22.9%)"
78,65,Yangzhou University,22,0.3384615384615385,"Yangzhou University (22, 33.8%); Eye & ENT Hospital of Fudan University (17, 26.2%); Affiliated Hospital of Qingdao University (12, 18.5%)"
79,63,University of Florida,18,0.2857142857142857,"University of Florida (18, 28.6%); Moffitt Cancer Center (11, 17.5%); Harvard University (6, 9.5%)"
80,62,First Affiliated Hospital of Zhengzhou University,19,0.3064516129032258,"First Affiliated Hospital of Zhengzhou University (19, 30.6%); Xiangya Hospital Central South University (8, 12.9%); Lancaster University (7, 11.3%)"
81,61,Research Institute of Physical Chemical Medicine,8,0.13114754098360656,"Research Institute of Physical Chemical Medicine (8, 13.1%); Nippon Sport Science University (7, 11.5%); Technical University of Munich (7, 11.5%)"
82,56,The Pennsylvania State University,10,0.17857142857142858,"The Pennsylvania State University (10, 17.9%); Oasi Maria SS (5, 8.9%); Centre Hospitalier Universitaire Dijon Bourgogne (4, 7.1%)"
83,55,Beijing University of Chinese Medicine,29,0.5272727272727272,"Beijing University of Chinese Medicine (29, 52.7%); Changsha Medical University (8, 14.5%); China Academy of Chinese Medical Sciences (8, 14.5%)"
84,54,Fujian Medical University,35,0.6481481481481481,"Fujian Medical University (35, 64.8%); Xiamen University (5, 9.3%); Union Hospital (4, 7.4%)"
85,49,Cornell University,28,0.5714285714285714,"Cornell University (28, 57.1%); Hospital for Special Surgery (14, 28.6%); Weill Medical College of Cornell University (3, 6.1%)"
86,49,First Affiliated Hospital of Guangzhou Medical University,24,0.4897959183673469,"First Affiliated Hospital of Guangzhou Medical University (24, 49.0%); Guangzhou Medical University (20, 40.8%); Chinese Academy of Medical Sciences & Peking Union Medical College (1, 2.0%)"
87,49,University Hospital Münster,17,0.3469387755102041,"University Hospital Münster (17, 34.7%); University of Münster (10, 20.4%); Rockefeller University (7, 14.3%)"
88,48,West China Hospital of Sichuan University,20,0.4166666666666667,"West China Hospital of Sichuan University (20, 41.7%); Sichuan University (9, 18.8%); Chinese People's Liberation Army (4, 8.3%)"
89,48,Southern Medical University,41,0.8541666666666666,"Southern Medical University (41, 85.4%); Nanfang Hospital (3, 6.2%); First Affiliated Hospital of Sun Yat-sen University (1, 2.1%)"
90,43,West China Hospital of Sichuan University,36,0.8372093023255814,"West China Hospital of Sichuan University (36, 83.7%); Sichuan University (3, 7.0%); Union Hospital Tongji Medical College Huazhong University of Science and Technology (2, 4.7%)"
91,43,Xiangya Hospital Central South University,25,0.5813953488372093,"Xiangya Hospital Central South University (25, 58.1%); Tianjin Medical University (4, 9.3%); University of South China (3, 7.0%)"
92,39,Zhongnan Hospital of Wuhan University,28,0.717948717948718,"Zhongnan Hospital of Wuhan University (28, 71.8%); Wuhan Central Hospital Affiliated to Tongji Medical College of Huazhong University of Science and Technology (3, 7.7%); Yuhuangding Hospital (3, 7.7%)"
93,38,Huma Therapeutics Ltd,21,0.5526315789473685,"Huma Therapeutics Ltd (21, 55.3%); Imperial College London (10, 26.3%); University of Oxford (3, 7.9%)"
94,38,Second Affiliated Hospital of Fujian Medical University,14,0.3684210526315789,"Second Affiliated Hospital of Fujian Medical University (14, 36.8%); Fujian Medical University (11, 28.9%); Beijing Tian Tan Hospital (7, 18.4%)"
95,37,Shanxi Medical University,27,0.7297297297297297,"Shanxi Medical University (27, 73.0%); Second Hospital of Shanxi Medical University (8, 21.6%); First Hospital of Shanxi Medical University (1, 2.7%)"
96,36,Jilin University,12,0.3333333333333333,"Jilin University (12, 33.3%); Shandong Provincial Hospital (8, 22.2%); Rechts der Isar Hospital (7, 19.4%)"
97,36,Yonsei University,21,0.5833333333333334,"Yonsei University (21, 58.3%); Seoul National University (3, 8.3%); Asan Medical Center (1, 2.8%)"
98,35,Ningxia Medical University,32,0.9142857142857143,"Ningxia Medical University (32, 91.4%); Ningxia Medical University General Hospital (2, 5.7%); Peking University First Hospital (1, 2.9%)"
99,34,Sun Yat-sen University,27,0.7941176470588235,"Sun Yat-sen University (27, 79.4%); Guangzhou Medical University (5, 14.7%); Capital Medical University (1, 2.9%)"
100,34,Beijing Anzhen Hospital,34,1.0,"Beijing Anzhen Hospital (34, 100.0%)"
101,33,University of Science and Technology of China,13,0.3939393939393939,"University of Science and Technology of China (13, 39.4%); Nanjing University (8, 24.2%); Nanjing University of Chinese Medicine (3, 9.1%)"
102,33,Second Xiangya Hospital of Central South University,19,0.5757575757575758,"Second Xiangya Hospital of Central South University (19, 57.6%); Xiangya Hospital Central South University (13, 39.4%); Wuhan No.1 Hospital (1, 3.0%)"
103,32,City Hospital No. 40,9,0.28125,"City Hospital No. 40 (9, 28.1%); St Petersburg University (7, 21.9%); Department of Genomic Medicine, D.O. Ott Research Institute of Obstetrics, Gynaecology, and Reproductology, 199034 St. Petersburg, Russia. (4, 12.5%)"
104,32,University of Chicago,13,0.40625,"University of Chicago (13, 40.6%); Robert H. Lurie Comprehensive Cancer Center (9, 28.1%); Canada's Michael Smith Genome Sciences Centre (2, 6.2%)"
105,31,Peking Union Medical College Hospital,22,0.7096774193548387,"Peking Union Medical College Hospital (22, 71.0%); Hong Kong University of Science and Technology (3, 9.7%); Capital Institute of Pediatrics (2, 6.5%)"
106,31,Zhejiang University,27,0.8709677419354839,"Zhejiang University (27, 87.1%); Second Affiliated Hospital of Zhejiang University School of Medicine (4, 12.9%)"
107,31,Fatty Acid Research Institute,10,0.3225806451612903,"Fatty Acid Research Institute (10, 32.3%); Saint Luke's Health System Inc (4, 12.9%); Pharmavite LLC (3, 9.7%)"
108,30,Sapienza University of Rome,19,0.6333333333333333,"Sapienza University of Rome (19, 63.3%); Washington University in St. Louis (5, 16.7%); Center for Outcomes Research and Clinical Epidemiology (2, 6.7%)"
109,29,First Affiliated Hospital of Guangzhou Medical University,16,0.5517241379310345,"First Affiliated Hospital of Guangzhou Medical University (16, 55.2%); Yunnan Cancer Hospital (4, 13.8%); Second Affiliated Hospital of Guangzhou Medical University (3, 10.3%)"
110,29,Xiangyang Central Hospital,16,0.5517241379310345,"Xiangyang Central Hospital (16, 55.2%); Wuhan University of Science and Technology (5, 17.2%); Chinese Academy of Medical Sciences & Peking Union Medical College (2, 6.9%)"
111,29,Beijing Friendship Hospital,20,0.6896551724137931,"Beijing Friendship Hospital (20, 69.0%); Beijing Anding Hospital (2, 6.9%); University of Lübeck (2, 6.9%)"
112,29,Anhui Medical University,15,0.5172413793103449,"Anhui Medical University (15, 51.7%); First Affiliated Hospital of Xiamen University (5, 17.2%); First Affiliated Hospital of Anhui Medical University (3, 10.3%)"
113,28,Union Hospital Tongji Medical College Huazhong University of Science and Technology,19,0.6785714285714286,"Union Hospital Tongji Medical College Huazhong University of Science and Technology (19, 67.9%); Chinese Academy of Medical Sciences (5, 17.9%); Fuwai Yunnan Cardiovascular Hospital (2, 7.1%)"
114,28,German Center for Neurodegenerative Diseases,18,0.6428571428571429,"German Center for Neurodegenerative Diseases (18, 64.3%); University of Bonn (5, 17.9%); Duke-NUS Medical School (3, 10.7%)"
115,27,Hasso Plattner Institute,9,0.3333333333333333,"Hasso Plattner Institute (9, 33.3%); Duke University (6, 22.2%); Max Delbrück Center for Molecular Medicine (3, 11.1%)"
116,27,Anhui Medical University,21,0.7777777777777778,"Anhui Medical University (21, 77.8%); First Affiliated Hospital of Anhui Medical University (5, 18.5%); Second Hospital of Anhui Medical University (1, 3.7%)"
117,26,Second Hospital of Anhui Medical University,21,0.8076923076923077,"Second Hospital of Anhui Medical University (21, 80.8%); Anhui Medical University (3, 11.5%); Department of Neurology, Shucheng People's Hospital, Lu'an, China. (1, 3.8%)"
118,26,University of Toronto,14,0.5384615384615384,"University of Toronto (14, 53.8%); Lunenfeld-Tanenbaum Research Institute (4, 15.4%); Washington University in St. Louis (3, 11.5%)"
119,25,Oklahoma State University,24,0.96,"Oklahoma State University (24, 96.0%); University of Tennessee Knoxville (1, 4.0%)"
120,25,University of Florida,23,0.92,"University of Florida (23, 92.0%); East China Normal University (1, 4.0%); Nvidia Corp (1, 4.0%)"
121,25,Sun Yat-sen University,20,0.8,"Sun Yat-sen University (20, 80.0%); First Affiliated Hospital of Sun Yat-sen University (5, 20.0%)"
122,24,Zhejiang University,22,0.9166666666666666,"Zhejiang University (22, 91.7%); Second Affiliated Hospital of Zhejiang University School of Medicine (1, 4.2%); Zhejiang Chinese Medical University (1, 4.2%)"
123,24,Chinese PLA General Hospital,9,0.375,"Chinese PLA General Hospital (9, 37.5%); Department of Clinical Research, Yikon Genomics Co., Ltd, Suzhou, Jiangsu, China (4, 16.7%); Affiliated Hospital of Youjiang Medical University for Nationalities (2, 8.3%)"
124,23,Harbin Medical University,20,0.8695652173913043,"Harbin Medical University (20, 87.0%); Kunming University of Science and Technology (1, 4.3%); Second Affiliated Hospital of Harbin Medical University (1, 4.3%)"
125,23,Tongji Hospital Affiliated to Tongji Medical College of Huazhong University of Science & Technology,12,0.5217391304347826,"Tongji Hospital Affiliated to Tongji Medical College of Huazhong University of Science & Technology (12, 52.2%); East China Normal University (8, 34.8%); Dalian Medical University (3, 13.0%)"
126,23,Wenzhou Medical University,12,0.5217391304347826,"Wenzhou Medical University (12, 52.2%); Second Affiliated Hospital & Yuying Children's Hospital of Wenzhou Medical University (8, 34.8%); First Affiliated Hospital of Wenzhou Medical University (1, 4.3%)"
127,22,Catholic University of Korea,9,0.4090909090909091,"Catholic University of Korea (9, 40.9%); Soonchunhyang University (9, 40.9%); Korea Advanced Institute of Science and Technology (2, 9.1%)"
128,22,biotx.ai GmbH,7,0.3181818181818182,"biotx.ai GmbH (7, 31.8%); 3Z, Menntavegur 1, Reykjavík, Iceland (4, 18.2%); University of Maryland, Baltimore (2, 9.1%)"
129,21,Second Xiangya Hospital of Central South University,20,0.9523809523809523,"Second Xiangya Hospital of Central South University (20, 95.2%); Karolinska Institutet (1, 4.8%)"
130,21,First Medical Center of PLA General Hospital,10,0.47619047619047616,"First Medical Center of PLA General Hospital (10, 47.6%); Chinese PLA General Hospital (7, 33.3%); Second Medical Center of PLA General Hospital (2, 9.5%)"
131,21,Sun Yat-sen University,19,0.9047619047619048,"Sun Yat-sen University (19, 90.5%); Eighth Affiliated Hospital of Sun Yat-sen University (1, 4.8%); Marche Polytechnic University (1, 4.8%)"
132,21,Yale New Haven Health System,10,0.47619047619047616,"Yale New Haven Health System (10, 47.6%); Yale University (8, 38.1%); Cornell University (1, 4.8%)"
133,21,Huashan Hospital,11,0.5238095238095238,"Huashan Hospital (11, 52.4%); Fudan University (5, 23.8%); Shanghai University of Sport (4, 19.0%)"
134,21,University of Copenhagen,18,0.8571428571428571,"University of Copenhagen (18, 85.7%); Gubra ApS (2, 9.5%); Novo Nordisk AS (1, 4.8%)"
135,21,National Heart Lung and Blood Institute,12,0.5714285714285714,"National Heart Lung and Blood Institute (12, 57.1%); University College London (5, 23.8%); Johns Hopkins University (3, 14.3%)"
136,21,Beijing Hospital,9,0.42857142857142855,"Beijing Hospital (9, 42.9%); Fuwai Hospital, CAMS&PUMC (4, 19.0%); Beijing Anzhen Hospital (2, 9.5%)"
137,21,Southwest Medical University,12,0.5714285714285714,"Southwest Medical University (12, 57.1%); Chengdu Integrated TCM and Western Medicine Hospital, (1, 4.8%); Chengdu Medical College (1, 4.8%)"
138,20,First Affiliated Hospital of Anhui Medical University,5,0.25,"First Affiliated Hospital of Anhui Medical University (5, 25.0%); First Affiliated Hospital of Soochow University (5, 25.0%); Hainan Modern Women and Children's Hospital (4, 20.0%)"
139,20,National Institute on Minority Health and Health Disparities,10,0.5,"National Institute on Minority Health and Health Disparities (10, 50.0%); Georgia Institute of Technology (5, 25.0%); IHRC (United States) (3, 15.0%)"
140,20,Second Affiliated Hospital of Xi'an Jiaotong University,18,0.9,"Second Affiliated Hospital of Xi'an Jiaotong University (18, 90.0%); Henan University of Science and Technology (1, 5.0%); Xi'an Jiaotong University (1, 5.0%)"
141,20,Instituto de Investigación Biomédica de A Coruña,6,0.3,"Instituto de Investigación Biomédica de A Coruña (6, 30.0%); University of A Coruña (5, 25.0%); IRCCS Ospedale San Raffaele (4, 20.0%)"
142,20,Chongqing Medical University,13,0.65,"Chongqing Medical University (13, 65.0%); Second Affiliated Hospital of Chongqing Medical University (5, 25.0%); Chongqing Center for Disease Control and Prevention, 400707, Chongqing, China (1, 5.0%)"
143,19,First Hospital of Jilin University,18,0.9473684210526315,"First Hospital of Jilin University (18, 94.7%); Second Affiliated Hospital of Jilin University (1, 5.3%)"
144,19,Juntendo University School of Medicine,7,0.3684210526315789,"Juntendo University School of Medicine (7, 36.8%); Juntendo University (6, 31.6%); The University of Tokyo (3, 15.8%)"
145,19,Sichuan University,12,0.631578947368421,"Sichuan University (12, 63.2%); West China Second University Hospital of Sichuan University (6, 31.6%); State Key Laboratory of Polymer Materials Engineering (1, 5.3%)"
146,19,Lanzhou University Second Hospital,10,0.5263157894736842,"Lanzhou University Second Hospital (10, 52.6%); Affiliated Hospital of North Sichuan Medical College (9, 47.4%)"
147,19,Anhui Medical University,16,0.8421052631578947,"Anhui Medical University (16, 84.2%); First Affiliated Hospital of Anhui Medical University (1, 5.3%); Johns Hopkins University (1, 5.3%)"
148,19,University of Oklahoma Health Sciences Center,16,0.8421052631578947,"University of Oklahoma Health Sciences Center (16, 84.2%); Central University of Punjab (1, 5.3%); Dayanand Medical College & Hospital (1, 5.3%)"
149,19,Shenzhen Maternity and Child Healthcare Hospital,12,0.631578947368421,"Shenzhen Maternity and Child Healthcare Hospital (12, 63.2%); Obstetrics and Gynecology Hospital of Fudan University (5, 26.3%); Fudan University (2, 10.5%)"
150,19,Helmholtz Zentrum München,14,0.7368421052631579,"Helmholtz Zentrum München (14, 73.7%); German Center for Lung Research (4, 21.1%); German Center for Neurodegenerative Diseases (1, 5.3%)"
151,19,Gifu University,12,0.631578947368421,"Gifu University (12, 63.2%); The University of Tokyo (2, 10.5%); Mie University (1, 5.3%)"
152,19,Washington University in St. Louis,4,0.21052631578947367,"Washington University in St. Louis (4, 21.1%); New York University (2, 10.5%); The University of Texas Southwestern Medical Center (2, 10.5%)"
153,18,Macao Polytechnic University,9,0.5,"Macao Polytechnic University (9, 50.0%); Peking Union Medical College Hospital (6, 33.3%); North China University of Science and Technology (1, 5.6%)"
154,18,University of Minnesota Twin Cities,16,0.8888888888888888,"University of Minnesota Twin Cities (16, 88.9%); Johns Hopkins University (1, 5.6%); University of Colorado Anschutz Medical Campus (1, 5.6%)"
